Nº de producto;Estado;Disponible para la venta;Disponible para la compra;Disponible para integrar otros productos;Compuesto por otros productos;Rubro;Nombre;Código;Código universal de producto (UPC);Código de proveedor;Stock actual;Stock ideal;Stock mínimo;Unidad;Alicuota de IVA;Proveedor;Moneda costo;Costo ($);Utilidad (%);Precio ($);Precio Final ($);Controla stock;Stock negativo;Mostrar en tienda;Nº de publicación en MercadoLibre;Nº de publicación adicional en MercadoLibre;Descripción;Descripción para la tienda;Observaciones Internas;
2;Habilitado;SI;SI;NO;NO;Sin especificar;productos prueba;'pp;'';'';9,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;5,60;50,00;8,40;10,16;SI;SI;NO;0;0;
557;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-34 TRANSPARENT ORANGE 126CM;'830034;'';''830034;-7,700;0,000;0,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
558;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-34 TRANSPARENT ORANGE - 63CM;'830034-63;'';''830034-63;-1,900;10,000;5,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
559;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-41 TRANSPARENT PINK 126CM;'830041;'';''830041;-5,000;0,000;0,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
560;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-41 TRANSPARENT PINK - 63CM;'830041-63;'';''830041-63;-8,600;5,000;5,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
561;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-49 TRANSPARENT KING BLUE 126CM;'830049;'';''830049;-18,900;0,000;0,000;metro;21%;Insugraf;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
562;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-49 TRANSPARENT KING BLUE - 63CM;'830049-63;'';''830049-63;-3,000;10,000;5,000;metro;21%;Insugraf;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
563;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-51 TRANSPARENT GENTIAN BLUE 126CM;'830051;'';''830051;-5,000;0,000;0,000;metro;21%;Insugraf;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
564;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-51 TRANSPARENT GENTIAN BLUE - 63CM;'830051-63;'';''830051-63;7,000;10,000;5,000;metro;21%;Insugraf;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
565;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-53 TRANSPARENT LIGHT BLUE 126CM;'830053;'';''830053;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
566;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-53 TRANSPARENT LIGHT BLUE - 63CM;'830053-63;'';''830053-63;-0,900;10,000;5,000;metro;21%;Insugraf;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
567;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-61 TRANSPARENT GREEN 126CM;'830061;'';''830061;0,000;0,000;0,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
568;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-61 TRANSPARENT GREEN - 63CM;'830061-63;'';''830061-63;-2,980;5,000;5,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
569;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-619 TRANSPARENT TRAFFIC GREEN 126CM;'8300619;'';''8300619;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
570;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-619 TRANSPARENT TRAFFIC GREEN- 63CM;'8300619-63;'';''8300619-63;6,000;5,000;5,000;metro;21%;Insugraf;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
571;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-63 TRANSPARENT LIME TREE GREEN 126CM;'830063;'';''830063;1,000;0,000;0,000;metro;21%;Insugraf;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
572;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-63 TRANSPARENT LIME TREE GREEN - 63CM;'830063-63;'';''830063-63;-1,000;10,000;5,000;metro;21%;Insugraf;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
573;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-73 TRANSPARENT DARK GREY 126CM;'830073;'';''830073;-13,000;0,000;0,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
574;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-73 TRANSPARENT DARK GREY - 63CM;'830073-63;'';''830073-63;-17,650;10,000;5,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
577;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CEPILLADO PLATA UNICAL 122CM;'CE90-122;'';''CE90-122;-30,800;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;6010,51;33,90;8048,07;9738,16;SI;SI;NO;0;0;
578;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CEPILLADO PLATA UNICAL 61CM;'CE90-61;'';''CE90-61;-417,500;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;3005,29;33,90;4024,08;4869,14;SI;SI;NO;0;0;
579;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CEPILLADO ORO UNICAL 122CM;'CE91-122;'';''CE91-122;10,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;6010,51;33,90;8048,07;9738,16;SI;SI;NO;0;0;
580;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CEPILLADO ORO UNICAL 61CM;'CE91-61;'';''CE91-61;-26,700;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;3005,29;33,90;4024,08;4869,14;SI;SI;NO;0;0;
581;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CROMADO PLATA UNICAL 122cm ;'CR90-122;'';''CR90-122;51,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5608,00;33,90;7509,11;9086,02;SI;SI;NO;0;0;
582;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CROMADO PLATA UNICAL 61CM;'CR90-61;'';''CR90-61;-76,500;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;2804,02;33,90;3754,58;4543,04;SI;SI;NO;0;0;
583;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CROMADO ORO UNICAL 61CM;'CR91;'';''CR91;-191,200;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;2804,02;33,90;3754,58;4543,04;SI;SI;NO;0;0;
584;Habilitado;SI;SI;NO;NO;Cepillados/cromados;CROMADO ORO UNICAL 122cm ;'CR91-122;'';''CR91-122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5608,00;33,90;7509,11;9086,02;SI;SI;NO;0;0;
585;Habilitado;SI;SI;NO;NO;Car Wrapping;SFUD-100BK-20 POLARIZADO SEGURIDAD 2PLY INTERMEDIO 020 ;'SFUD100BK;'';''SFUD100BK;3,000;0,000;0,000;metro;21%;Insugraf;Pesos;17824,19;30,00;23171,45;28037,45;SI;SI;NO;0;0;
589;Habilitado;SI;SI;NO;NO;Car Wrapping;GR-SV POLARIZADO ESPEJADO PLATA 2PLY 2MIL 152CM MITOSUN (EDIFICIO);'MITOSUN-BUI;'';''MITOSUN-BUI;-22,500;30,000;10,000;metro;21%;Pro SRL;Pesos;7984,23;30,00;10379,50;12559,20;SI;SI;NO;0;0;
590;Habilitado;SI;SI;NO;NO;Car Wrapping;SF-100CL FILM SEGURIDAD 4MIL KONCO (protección uv y anti estallos);'KONCO;'';''KONCO;-87,800;30,000;10,000;metro;21%;Insugraf;Pesos;8455,51;30,00;10992,16;13300,51;SI;SI;NO;0;0;
591;Deshabilitado;NO;NO;NO;NO;Car Wrapping;SF-200CL FILM SEFURIDAD 200MIC 2PLY;'SF200CL;'';''SF200CL;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;19399,50;37,70;26713,11;32322,86;SI;NO;NO;0;0;
592;Habilitado;SI;SI;NO;NO;Accesorios;ESMERILADO MITOCAL ETCH RED MATTE  122CM x 50MTS;'EMRM122;'';''EMRM122;0,200;0,000;0,000;metro;21%;Pro SRL;Pesos;5587,02;3,00;5754,63;6963,10;SI;SI;NO;0;0;
593;Habilitado;SI;SI;NO;NO;Accesorios;ESMERILADO MITOCAL ETCH RED MATTE  61CM x 50MTS;'EMRM61;'';''EMRM61;-14,000;0,000;0,000;metro;21%;Pro SRL;Pesos;2793,51;35,00;3771,24;4563,20;SI;SI;NO;0;0;
594;Habilitado;SI;SI;NO;NO;Accesorios;ESMERILADO MITOCAL ETCH BLUE MATTE  122CM x 50MTS;'EMAM122;'';''EMAM122;21,000;0,000;0,000;metro;21%;Pro SRL;Pesos;5587,02;3,00;5754,63;6963,10;SI;SI;NO;0;0;
595;Habilitado;SI;SI;NO;NO;Esmerilado;ESMERILADO MITOCAL ETCH BLUE MATTE  61CM x 50MTS;'EMAM61;'';''EMAM61;12,600;0,000;0,000;metro;21%;Pro SRL;Pesos;2793,51;3,00;2877,32;3481,56;SI;SI;NO;0;0;
602;Habilitado;SI;SI;NO;NO;Esmerilado;ESMERILADO LG 5510 122CM FROSTED;'LG5510122;'';''LG5510122;-50,000;50,000;25,000;metro;21%;Grafisur;Pesos;11059,73;30,00;14377,65;17396,96;SI;SI;NO;0;0;
603;Habilitado;SI;SI;NO;NO;Esmerilado;ESMERILADO LG 5510 61CM FROSTED;'LG551061;'';''LG551061;4,200;50,000;25,000;metro;21%;Grafisur;Pesos;5529,87;30,00;7188,83;8698,48;SI;SI;NO;0;0;
605;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 BLANCO 124CM S/LAMINADO;'RU5010122-605;'';''RU5010122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;10104,51;30,00;13135,86;15894,39;SI;SI;NO;0;0;
606;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 BLANCO 62CM S/LAMINADO;'RU5010S;'';''RU5010S;-87,500;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5052,27;30,00;6567,95;7947,22;SI;SI;NO;0;0;
607;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 AMARILLO 124CM S/ LAMINADO;'RU5021122-607;'';''RU5021122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;10104,51;30,00;13135,86;15894,39;SI;SI;NO;0;0;
608;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 AMARILLO 62CM S/LAMINADO;'RU5021S;'';''RU5021S;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5052,27;30,00;6567,95;7947,22;SI;SI;NO;0;0;
609;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 ROJO 124CM S/LAMINADO;'RU5031122-609;'';''RU5031122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;10104,51;30,00;13135,86;15894,39;SI;SI;NO;0;0;
610;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 ROJO 62CM S/LAMINADO;'RU5031S;'';''RU5031S;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5052,27;30,00;6567,95;7947,22;SI;SI;NO;0;0;
611;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO IMG. IMPRESION 3200 NARANJA 124CM S/LAMINADO;'RU5035122-611;'';''RU5035122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;10104,51;30,00;13135,86;15894,39;SI;SI;NO;0;0;
612;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 NARANJA 62CM S/LAMINADO;'RU5035S;'';''RU5035S;0,500;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5052,27;30,00;6567,95;7947,22;SI;SI;NO;0;0;
613;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 AZUL 124CM S/LAMINADO;'RU5049122-613;'';''RU5049122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;10104,51;30,00;13135,86;15894,39;SI;SI;NO;0;0;
614;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMRESION 3200 AZUL 62CM S/LAMINADO;'RU5049S;'';''RU5049S;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;5052,27;30,00;6567,95;7947,22;SI;SI;NO;0;0;
615;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 VERDE 124CM S/LAMINADO;'RU5068122-615;'';''RU5068122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;10104,51;30,00;13135,86;15894,39;SI;SI;NO;0;0;
616;Habilitado;SI;SI;NO;NO;02 Reflectivos de Impresión;REFLECTIVO ING. IMPRESION 3200 VERDE 62CM S/LAMINADO;'RU5068S;'';''RU5068S;45,700;45,700;10,000;metro;21%;DIGRAFICA SRL;Pesos;5052,27;30,00;6567,95;7947,22;SI;SI;NO;0;0;
617;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 BLANCO 62CM C/LAMINADO;'RU5010;'';''RU5010;-141,300;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4294,42;35,20;5806,06;7025,33;SI;SI;NO;0;0;
618;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 BLANCO 124CM C/LAMINADO;'RU5010124-618;'';''RU5010124;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;8588,86;35,20;11612,14;14050,69;SI;SI;NO;0;0;
619;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 AMARILLO 62CM C/LAMINADO;'RU5021;'';''RU5021;15,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4294,42;35,20;5806,06;7025,33;SI;SI;NO;0;0;
620;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 AMARILLO 124CM C/LAMINADO ;'RU5021124-620;'';''RU5021124;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;8588,86;35,20;11612,14;14050,69;SI;SI;NO;0;0;
621;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 ROJO 62CM C/LAMINADO;'RU5031;'';''RU5031;43,200;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4294,42;35,20;5806,06;7025,33;SI;SI;NO;0;0;
622;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 ROJO 124CM C/LAMINADO;'RU5031124-622;'';''RU5031124;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;8588,86;35,20;11612,14;14050,69;SI;SI;NO;0;0;
623;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 NARANJA 62CM C/LAMINADO;'RU5035;'';''RU5035;4,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4294,42;35,20;5806,06;7025,33;SI;SI;NO;0;0;
624;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 NARANJA 124CM C/LAMINADO;'RU5035124-624;'';''RU5035124;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;8588,86;35,20;11612,14;14050,69;SI;SI;NO;0;0;
625;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 AZUL 62CM C/LAMINADO;'RU5049;'';''RU5049;29,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4294,42;35,20;5806,06;7025,33;SI;SI;NO;0;0;
626;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 AZUL 124CM C/LAMINADO;'RU5049122-626;'';''RU5049122;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;8588,86;35,20;11612,14;14050,69;SI;SI;NO;0;0;
627;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 VERDE 62CM C/LAMINADO;'RU5068;'';''RU5068;34,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;4294,42;35,20;5806,06;7025,33;SI;SI;NO;0;0;
628;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 VERDE 124CM C/LAMINADO;'RU5068124-628;'';''RU5068124;0,000;0,000;0,000;metro;21%;DIGRAFICA SRL;Pesos;8588,86;35,20;11612,14;14050,69;SI;SI;NO;0;0;
629;Habilitado;SI;SI;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 NEGRO 62CM C/LAMINADO;'RU5070;'';''RU5070;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;5452,38;35,20;7371,62;8919,66;SI;SI;NO;0;0;
630;Habilitado;NO;NO;NO;NO;Reflectivos de corte 3100;REFLECTIVO COMERCIAL CORTE 3100 NEGRO 124CM C/LAMINADO;'RU5070124;'';''RU5070124;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;10904,70;35,20;14743,15;17839,21;SI;NO;NO;0;0;
631;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS VIOLETA X 50CM.;'VCS040;'';''VCS040;29,000;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
632;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS MAGENTA X 50CM.;'VCS041;'';''VCS041;24,000;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
633;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS VERDE X 50CM.;'VCS061;'';''VCS061;29,500;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
634;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS ORO X 50CM.;'VCS102;'';''VCS102;-94,300;0,000;0,000;metro;21%;Grafisur;Pesos;6261,03;30,23;8153,74;9866,03;SI;SI;NO;0;0;
635;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS NARANJA X 50CM.;'VCS105;'';''VCS105;-106,100;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
636;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS ROJO X 50CM.;'VCS106;'';''VCS106;-3,000;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
637;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS CELESTE X 50CM.;'VCS108;'';''VCS108;13,500;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
638;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS VERDE X 50CM.;'VCS110;'';''VCS110;-2,500;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
639;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS PLATA X 50CM.;'VCS123;'';''VCS123;15,800;0,000;0,000;metro;21%;Grafisur;Pesos;6261,03;30,23;8153,74;9866,03;SI;SI;NO;0;0;
640;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS GRIS X 50CM.;'VCS124;'';''VCS124;39,500;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
641;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS ROSA X 50CM.;'VCS128;'';''VCS128;24,400;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
642;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS BORDO X 50CM.;'VCS1312;'';''VCS1312;28,000;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
643;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS BEIGE X 50CM.;'VCS134;'';''VCS134;18,500;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
644;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS VERDE INGLES X 50CM.;'VCS613;'';''VCS613;23,500;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
645;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS MARRON X 50CM.;'VCS80;'';''VCS80;42,000;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
646;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS AMARILLO GOLDEN X 50CM.;'VCSAMAGO;'';''VCSAMAGO;-18,300;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
647;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS AZUL MARINO X 50CM.;'VCSAZMA;'';''VCSAZMA;55,200;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
648;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS AZUL ROYAL X 50CM. (FRANCIA);'VCSAZOSC;'';''VCSAZOSC;-40,000;0,000;0,000;metro;21%;Grafisur;Pesos;5857,11;30,23;7627,71;9229,53;SI;SI;NO;0;0;
649;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS FLUO AMARILLO X 50CM.;'VCSFAMA;'';''VCSFAMA;26,000;0,000;0,000;metro;21%;Grafisur;Pesos;7504,83;30,23;9773,54;11825,98;SI;SI;NO;0;0;
650;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS FLUO NARANJA X 50CM.;'VCSFNAR;'';''VCSFNAR;20,500;0,000;0,000;metro;21%;Grafisur;Pesos;7504,83;30,23;9773,54;11825,98;SI;SI;NO;0;0;
651;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS FLUO ROSA X 50CM.;'VCSFRO;'';''VCSFRO;28,500;0,000;0,000;metro;21%;Grafisur;Pesos;7504,83;30,23;9773,54;11825,98;SI;SI;NO;0;0;
652;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;TERMO GIO FLEX VCS FLUO VERDE X 50CM.;'VCSFVER;'';''VCSFVER;-0,900;0,000;0,000;metro;21%;Grafisur;Pesos;7504,83;30,23;9773,54;11825,98;SI;SI;NO;0;0;
653;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK WHITE COD.101 X 50CM.;'C101;'';''C101;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15801,96;30,00;20542,55;24856,49;SI;SI;NO;0;0;
654;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK BLACK COD.103 X 50CM.;'C103;'';''C103;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
655;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK YELLOW COD.104 X 50CM.;'C104;'';''C104;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
656;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK ORANGE COD.105 X 50CM.;'C105;'';''C105;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
657;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK RED COD.106 X 50CM.;'C106;'';''C106;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
658;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK LIGHT BLUE COD.108 X 50CM.;'C108;'';''C108;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
659;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK ROYAL BLUE COD.109 X 50CM.;'C109;'';''C109;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
660;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK GREEN COD.110 X 50CM.;'C110;'';''C110;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
661;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK NAVY BLUE COD.112 X 50CM.;'C112;'';''C112;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
662;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK LEMON YELLOW COD.113 X 50CM.;'C113;'';''C113;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
663;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK BROWN COD.115 X 50CM.;'C115;'';''C115;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
664;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK FOREST GREEN (oscuro) COD.118 X 50CM.;'C118;'';''C118;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,62;30,00;19927,21;24111,92;SI;SI;NO;0;0;
665;Habilitado;SI;SI;NO;NO;Vinilos termotransferibles;FIRSTMARK GREY COD.124 X 50CM.;'C124;'';''C124;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;15328,63;37,70;21107,52;25540,10;SI;SI;NO;0;0;
